trending_date,category_name,views,avg_likes,num_trending_videos
2018-02-01,Science & Technology,6096838,15574.454545454546,11
2018-02-01,Sports,18489773,18334.083333333332,12
2018-02-02,Autos & Vehicles,1797096,6352.25,4
2018-02-02,Comedy,16988313,45184.333333333336,15
2018-02-02,Education,2441450,10860.75,8
2018-02-02,Entertainment,42119603,16776.909090909092,44
2018-02-02,Film & Animation,5500476,9967.6,10
2018-02-02,Gaming,2011317,14438.8,5
2018-02-02,Howto & Style,4250393,11144.0625,16
2018-02-02,Music,77928663,104672.55555555556,27
2018-02-02,News & Politics,10526017,6070.882352941177,17
2018-02-02,Nonprofits & Activism,225051,3075.0,1
2018-02-02,People & Blogs,11910498,44303.857142857145,14
2018-02-02,Pets & Animals,4259826,22165.428571428572,7
2018-02-02,Science & Technology,6206341,14321.92857142857,14
2018-02-02,Sports,22040288,17097.714285714286,14
2018-02-03,Autos & Vehicles,2628912,5824.8,5
2018-02-03,Comedy,9870706,24365.153846153848,13
2018-02-03,Education,4913014,26880.625,8
2018-02-03,Entertainment,39453561,16945.27659574468,47
2018-02-03,Film & Animation,4795106,12076.42857142857,7
2018-02-03,Gaming,3130205,14147.666666666666,6
2018-02-03,Howto & Style,4375097,12328.857142857143,14
2018-02-03,Music,61219193,77619.81818181818,33
2018-02-03,News & Politics,13510766,6436.285714285715,21
2018-02-03,People & Blogs,8432566,42135.818181818184,11
2018-02-03,Pets & Animals,915937,8243.8,5
2018-02-03,Science & Technology,5878154,16416.0,12
2018-02-03,Sports,22391290,16894.35714285714,14
2018-02-04,Autos & Vehicles,3691434,6507.2,5
2018-02-04,Comedy,10630781,26368.416666666668,12
2018-02-04,Education,6327361,26013.222222222223,9
2018-02-04,Entertainment,52622936,16484.66,50
2018-02-04,Film & Animation,3993420,6434.0,5
2018-02-04,Gaming,3417027,13442.166666666666,6
2018-02-04,Howto & Style,5160352,12492.3125,16
2018-02-04,Music,71081449,90290.35483870968,31
2018-02-04,News & Politics,13114630,6461.047619047619,21
2018-02-04,Nonprofits & Activism,267065,3527.0,1
2018-02-04,People & Blogs,9733162,35067.5,14
2018-02-04,Pets & Animals,805488,7418.6,5
2018-02-04,Science & Technology,3592478,10948.75,12
2018-02-04,Sports,21973613,26589.11111111111,9
2018-02-05,Autos & Vehicles,7114942,5410.625,8
2018-02-05,Comedy,12425594,34387.1,10
2018-02-05,Education,4762083,28491.285714285714,7
2018-02-05,Entertainment,62238347,15353.039215686274,51
2018-02-05,Film & Animation,8841579,11980.625,8
2018-02-05,Gaming,2932042,10676.4,5
2018-02-05,Howto & Style,4904219,15675.692307692309,13
2018-02-05,Music,47016248,65096.07407407407,27
2018-02-05,News & Politics,14253318,7273.809523809524,21
2018-02-05,Nonprofits & Activism,281983,3683.0,1
2018-02-05,People & Blogs,28844560,18146.315789473683,19
2018-02-05,Pets & Animals,1345819,8290.166666666666,6
2018-02-05,Science & Technology,14086403,9422.666666666666,15
2018-02-05,Sports,4268850,10412.666666666666,6
2018-02-05,Travel & Events,1039868,1191.0,2
2018-02-06,Autos & Vehicles,19849215,7011.375,8
2018-02-06,Comedy,17231063,43070.0,11
2018-02-06,Education,5562197,25658.333333333332,9
2018-02-06,Entertainment,98806364,22691.979591836734,49
2018-02-06,Film & Animation,25395008,25925.222222222223,9
2018-02-06,Gaming,3077925,10805.8,5
2018-02-06,Howto & Style,5783935,18892.0,13
2018-02-06,Music,48714020,69990.32,25
2018-02-06,News & Politics,12860572,5925.863636363636,22
2018-02-06,Nonprofits & Activism,295068,3822.0,1
2018-02-06,People & Blogs,42993815,17798.764705882353,17
2018-02-06,Pets & Animals,1880925,9524.5,6
2018-02-06,Science & Technology,17751694,15444.4,15
2018-02-06,Sports,11177358,20543.571428571428,7
2018-02-06,Travel & Events,5263888,3545.0,2
2018-02-07,Autos & Vehicles,25850967,4733.857142857143,7
2018-02-07,Comedy,15763616,30755.2,15
2018-02-07,Education,5254701,30340.428571428572,7
2018-02-07,Entertainment,96152636,23780.020408163266,49
2018-02-07,Film & Animation,26285091,27819.777777777777,9
2018-02-07,Gaming,2976410,14528.0,3
2018-02-07,Howto & Style,6491279,19121.333333333332,15
2018-02-07,Music,26917104,58422.739130434784,23
2018-02-07,News & Politics,7348309,4051.4545454545455,22
2018-02-07,Nonprofits & Activism,11023,110.0,1
2018-02-07,People & Blogs,46342561,10537.76923076923,13
2018-02-07,Pets & Animals,2258274,12054.5,6
2018-02-07,Science & Technology,27117361,21012.533333333333,15
2018-02-07,Sports,16924906,23836.555555555555,9
2018-02-07,Travel & Events,9825607,4105.6,5
2018-02-08,Autos & Vehicles,31865037,6894.125,8
2018-02-08,Comedy,12712721,30180.714285714286,14
2018-02-08,Education,5732089,28013.875,8
2018-02-08,Entertainment,119496246,53183.68085106383,47
2018-02-08,Film & Animation,38554931,57067.454545454544,11
2018-02-08,Gaming,4277142,21179.5,4
2018-02-08,Howto & Style,5800743,17704.714285714286,14
2018-02-08,Music,31835468,70673.35,20
2018-02-08,News & Politics,7154884,4138.571428571428,21
2018-02-08,Nonprofits & Activism,11453,114.0,1
2018-02-08,People & Blogs,57307446,47138.05882352941,17
2018-02-08,Pets & Animals,2072050,13585.2,5
2018-02-08,Science & Technology,34994940,29158.41176470588,17
2018-02-08,Sports,17556761,28587.375,8
2018-02-08,Travel & Events,14281743,5313.6,5
2018-02-09,Autos & Vehicles,29108887,9384.57142857143,7
2018-02-09,Comedy,15817019,27694.5625,16
2018-02-09,Education,6051748,23177.1,10
2018-02-09,Entertainment,110335546,55088.37777777778,45
2018-02-09,Film & Animation,45795625,58776.07692307692,13
2018-02-09,Gaming,4339673,42213.5,2
2018-02-09,Howto & Style,7108578,18897.470588235294,17
2018-02-09,Music,35487288,78845.7,20
2018-02-09,News & Politics,5924270,4253.15,20
2018-02-09,Nonprofits & Activism,11736,114.0,1
2018-02-09,People & Blogs,61897888,54797.3125,16
2018-02-09,Pets & Animals,1771835,12283.2,5
2018-02-09,Science & Technology,24847670,36852.13333333333,15
2018-02-09,Sports,7585881,14365.42857142857,7
2018-02-09,Travel & Events,19135265,7982.333333333333,6
2018-02-10,Autos & Vehicles,53762636,10672.0,6
2018-02-10,Comedy,18219851,27288.0,17
2018-02-10,Education,4214444,8012.090909090909,11
2018-02-10,Entertainment,67776682,27638.536585365855,41
2018-02-10,Film & Animation,51339960,63236.07142857143,14
2018-02-10,Gaming,1404166,42997.0,1
2018-02-10,Howto & Style,8358473,20999.823529411766,17
2018-02-10,Music,31946682,65101.0,24
2018-02-10,News & Politics,4974996,3320.764705882353,17
2018-02-10,People & Blogs,71810625,58475.15,20
2018-02-10,Pets & Animals,1975266,13321.0,5
2018-02-10,Science & Technology,28470384,45748.933333333334,15
2018-02-10,Sports,7734409,15062.42857142857,7
2018-02-10,Travel & Events,22698654,6408.8,5
2018-02-11,Autos & Vehicles,53877840,10920.833333333334,6
2018-02-11,Comedy,21015319,29863.058823529413,17
2018-02-11,Education,4714450,8443.90909090909,11
2018-02-11,Entertainment,70966204,26124.90243902439,41
2018-02-11,Film & Animation,55244812,73573.84615384616,13
2018-02-11,Gaming,1414817,43081.0,1
2018-02-11,Howto & Style,9590035,22874.222222222223,18
2018-02-11,Music,39507242,72792.875,24
2018-02-11,News & Politics,2749791,1581.2941176470588,17
2018-02-11,People & Blogs,77654794,67690.26315789473,19
2018-02-11,Pets & Animals,2142442,11739.333333333334,6
2018-02-11,Science & Technology,30408847,51406.0,14
2018-02-11,Sports,9538982,15918.333333333334,9
2018-02-11,Travel & Events,26246588,4894.75,4
2018-02-12,Autos & Vehicles,54360524,13704.285714285714,7
2018-02-12,Comedy,26591898,38382.63157894737,19
2018-02-12,Education,3092137,8677.6,10
2018-02-12,Entertainment,73304904,25870.785714285714,42
2018-02-12,Film & Animation,61372501,93255.07692307692,13
2018-02-12,Gaming,1546414,23402.0,2
2018-02-12,Howto & Style,10956364,23136.0,19
2018-02-12,Music,45755953,79854.17391304347,23
2018-02-12,News & Politics,3494806,2100.75,16
2018-02-12,People & Blogs,80378130,85751.875,16
2018-02-12,Pets & Animals,939847,12558.25,4
2018-02-12,Science & Technology,30501348,51941.642857142855,14
2018-02-12,Sports,9953718,14212.0,10
2018-02-12,Travel & Events,3272468,11054.666666666666,3
2018-02-13,Autos & Vehicles,38550807,16105.666666666666,6
2018-02-13,Comedy,27664905,39887.84210526316,19
2018-02-13,Education,3793859,9781.2,10
2018-02-13,Entertainment,75516495,26378.627906976744,43
2018-02-13,Film & Animation,63929659,98893.30769230769,13
2018-02-13,Gaming,1580638,23933.5,2
2018-02-13,Howto & Style,11766465,24158.36842105263,19
2018-02-13,Music,50990782,87108.56521739131,23
2018-02-13,News & Politics,4481332,3504.1176470588234,17
2018-02-13,People & Blogs,82289687,88630.375,16
2018-02-13,Pets & Animals,969395,12853.0,4
2018-02-13,Science & Technology,31480104,53011.57142857143,14
2018-02-13,Sports,9169701,15189.9,10
2018-02-13,Travel & Events,3530235,12500.0,3
2018-02-14,Autos & Vehicles,3614338,20564.6,5
2018-02-14,Comedy,16457730,32267.133333333335,15
2018-02-14,Education,3097624,10415.142857142857,7
2018-02-14,Entertainment,61643055,26044.37777777778,45
2018-02-14,Film & Animation,40548327,89086.41666666667,12
2018-02-14,Gaming,1674779,16629.666666666668,3
2018-02-14,Howto & Style,13812273,29812.777777777777,18
2018-02-14,Music,62386302,90070.73076923077,26
2018-02-14,News & Politics,5796295,4505.736842105263,19
2018-02-14,People & Blogs,80463294,92899.33333333333,15
2018-02-14,Pets & Animals,2060565,14781.142857142857,7
2018-02-14,Science & Technology,35061720,58880.857142857145,14
2018-02-14,Sports,11002006,15206.454545454546,11
2018-02-14,Travel & Events,3038884,16982.0,2
2018-02-15,Autos & Vehicles,2771723,20932.0,4
2018-02-15,Comedy,18510848,31147.117647058825,17
2018-02-15,Education,3305307,9720.375,8
2018-02-15,Entertainment,33356674,18318.697674418603,43
2018-02-15,Film & Animation,46525524,82180.0625,16
2018-02-15,Gaming,1747970,16907.0,3
2018-02-15,Howto & Style,11994387,28576.5,16
2018-02-15,Music,60357709,104859.30769230769,26
2018-02-15,News & Politics,8192821,5209.388888888889,18
2018-02-15,People & Blogs,26663607,88650.70588235294,17
2018-02-15,Pets & Animals,3200307,22032.0,6
2018-02-15,Science & Technology,36957591,63401.230769230766,13
2018-02-15,Sports,10641330,20215.1,10
2018-02-15,Travel & Events,3218371,17773.0,2
2018-02-16,Autos & Vehicles,2948163,21289.25,4
2018-02-16,Comedy,17832635,33256.9375,16
2018-02-16,Education,3055561,9605.333333333334,9
2018-02-16,Entertainment,33830699,19719.57894736842,38
2018-02-16,Film & Animation,57409223,98503.46666666666,15
2018-02-16,Gaming,353279,2898.3333333333335,3
2018-02-16,Howto & Style,10279464,23852.42105263158,19
2018-02-16,Music,70611935,102540.625,32
2018-02-16,News & Politics,6926479,3897.125,16
2018-02-16,Nonprofits & Activism,107702,5472.0,1
2018-02-16,People & Blogs,27149359,87005.44444444444,18
2018-02-16,Pets & Animals,1669023,11949.0,6
2018-02-16,Science & Technology,37337592,69446.83333333333,12
2018-02-16,Sports,9870943,18687.2,10
2018-02-16,Travel & Events,1509918,26073.0,1
2018-02-17,Autos & Vehicles,2234786,18617.0,2
2018-02-17,Comedy,21485090,36613.705882352944,17
2018-02-17,Education,3890878,10688.0,9
2018-02-17,Entertainment,37151932,19558.65,40
2018-02-17,Film & Animation,57943332,101428.5,14
2018-02-17,Gaming,412841,3076.6666666666665,3
2018-02-17,Howto & Style,10110794,23314.88888888889,18
2018-02-17,Music,77044129,104959.56756756757,37
2018-02-17,News & Politics,5327366,3307.6,15
2018-02-17,Nonprofits & Activism,5723611,186212.5,2
2018-02-17,People & Blogs,19482757,46258.333333333336,18
2018-02-17,Pets & Animals,574808,4777.8,5
2018-02-17,Science & Technology,15703811,44814.8,10
2018-02-17,Sports,9415951,19504.555555555555,9
2018-02-17,Travel & Events,1583527,26763.0,1
2018-02-18,Autos & Vehicles,2363092,19392.5,2
2018-02-18,Comedy,23556620,39044.35294117647,17
2018-02-18,Education,4257678,11180.444444444445,9
2018-02-18,Entertainment,41538449,20198.846153846152,39
2018-02-18,Film & Animation,43123158,91074.0,12
2018-02-18,Gaming,432857,3133.6666666666665,3
2018-02-18,Howto & Style,11402994,24019.5,20
2018-02-18,Music,94569404,122748.55555555556,36
2018-02-18,News & Politics,5988460,3723.6666666666665,15
2018-02-18,Nonprofits & Activism,191771,8736.0,1
2018-02-18,People & Blogs,20628440,47781.666666666664,18
2018-02-18,Pets & Animals,711752,5320.6,5
2018-02-18,Science & Technology,16831135,39983.833333333336,12
2018-02-18,Sports,9787251,18239.6,10
2018-02-18,Travel & Events,1667164,27524.0,1
2018-02-19,Autos & Vehicles,2465558,19970.5,2
2018-02-19,Comedy,18892074,35118.833333333336,18
2018-02-19,Education,3834942,10838.4,10
2018-02-19,Entertainment,29910209,15435.0,42
2018-02-19,Film & Animation,45726211,123110.0,9
2018-02-19,Gaming,233222,2159.0,2
2018-02-19,Howto & Style,11667659,25361.736842105263,19
2018-02-19,Music,67264773,121175.72413793103,29
2018-02-19,News & Politics,5950827,3654.266666666667,15
2018-02-19,Nonprofits & Activism,323086,5791.5,2
2018-02-19,People & Blogs,17461121,41076.166666666664,18
2018-02-19,Pets & Animals,874840,5161.333333333333,6
2018-02-19,Science & Technology,13657686,33584.71428571428,14
2018-02-19,Sports,10199960,15335.833333333334,12
2018-02-19,Travel & Events,2209885,21417.0,2
2018-02-20,Autos & Vehicles,2396459,38119.0,1
2018-02-20,Comedy,14378808,25885.176470588234,17
2018-02-20,Education,3718225,11485.444444444445,9
2018-02-20,Entertainment,34424347,18185.333333333332,42
2018-02-20,Film & Animation,45532624,122251.66666666667,9
2018-02-20,Gaming,237459,2184.0,2
2018-02-20,Howto & Style,8542618,26133.6875,16
2018-02-20,Music,77804874,121431.09677419355,31
2018-02-20,News & Politics,6324347,3583.75,16
2018-02-20,Nonprofits & Activism,363274,6569.5,2
2018-02-20,People & Blogs,18930879,37918.95,20
2018-02-20,Pets & Animals,1030872,5306.142857142857,7
2018-02-20,Science & Technology,15134008,33565.666666666664,15
2018-02-20,Sports,10865833,12519.818181818182,11
2018-02-20,Travel & Events,2761541,25519.5,2
2018-02-21,Autos & Vehicles,216058,7192.0,1
2018-02-21,Comedy,12127640,30179.846153846152,13
2018-02-21,Education,4131910,12209.222222222223,9
2018-02-21,Entertainment,37212191,20027.886363636364,44
2018-02-21,Film & Animation,39037474,114205.0,6
2018-02-21,Gaming,64607,1503.0,1
2018-02-21,Howto & Style,8495850,24703.941176470587,17
2018-02-21,Music,83756076,120778.90322580645,31
2018-02-21,News & Politics,5052434,2776.722222222222,18
2018-02-21,Nonprofits & Activism,390173,6907.0,2
2018-02-21,People & Blogs,17022949,42269.94117647059,17
2018-02-21,Pets & Animals,1283291,4981.75,8
2018-02-21,Science & Technology,8546391,28066.46153846154,13
2018-02-21,Sports,35561838,37717.5,18
2018-02-21,Travel & Events,1361196,13395.5,2
2018-02-22,Autos & Vehicles,1180647,14033.0,2
2018-02-22,Comedy,10308899,29306.923076923078,13
2018-02-22,Education,2895379,12727.666666666666,6
2018-02-22,Entertainment,44884926,22412.27659574468,47
2018-02-22,Film & Animation,45427329,121066.375,8
2018-02-22,Gaming,65221,1510.0,1
2018-02-22,Howto & Style,9140405,22915.42105263158,19
2018-02-22,Music,90567180,139812.89655172414,29
2018-02-22,News & Politics,6380781,3553.5,18
2018-02-22,People & Blogs,13880782,38995.642857142855,14
2018-02-22,Pets & Animals,1866003,4592.857142857143,7
2018-02-22,Science & Technology,9261457,25250.76923076923,13
2018-02-22,Sports,38799022,38812.11111111111,18
2018-02-22,Travel & Events,1927518,11266.75,4
2018-02-23,Autos & Vehicles,1506184,7645.25,4
2018-02-23,Comedy,12444259,39856.6875,16
2018-02-23,Education,2489924,13288.8,5
2018-02-23,Entertainment,35618648,20885.279069767443,43
2018-02-23,Film & Animation,49579947,118351.22222222222,9
2018-02-23,Gaming,136326,829.5,2
2018-02-23,Howto & Style,10801622,25936.04761904762,21
2018-02-23,Music,88147838,170486.91666666666,24
2018-02-23,News & Politics,6978909,4597.588235294118,17
2018-02-23,People & Blogs,10523046,21941.5,16
2018-02-23,Pets & Animals,2328452,6749.166666666667,6
2018-02-23,Science & Technology,10723378,23534.14285714286,14
2018-02-23,Sports,41932686,40776.833333333336,18
2018-02-23,Travel & Events,2398180,12798.5,4
2018-02-24,Autos & Vehicles,1695146,6324.8,5
2018-02-24,Comedy,12243310,43177.6,15
2018-02-24,Education,2972484,14162.833333333334,6
2018-02-24,Entertainment,38964288,20511.76595744681,47
2018-02-24,Film & Animation,44051890,130944.625,8
2018-02-24,Gaming,79771,152.0,1
2018-02-24,Howto & Style,11401811,26907.238095238095,21
2018-02-24,Music,97733431,145981.27586206896,29
2018-02-24,News & Politics,7971686,4559.05,20
2018-02-24,People & Blogs,10947245,29731.615384615383,13
2018-02-24,Pets & Animals,2238927,8701.5,4
2018-02-24,Science & Technology,9660994,25136.583333333332,12
2018-02-24,Sports,24794413,46759.8,15
2018-02-24,Travel & Events,2643146,13539.0,4
2018-02-25,Autos & Vehicles,1780976,6412.2,5
2018-02-25,Comedy,13767592,48393.642857142855,14
2018-02-25,Education,2665326,14331.0,5
2018-02-25,Entertainment,40037362,22620.27659574468,47
2018-02-25,Film & Animation,46636485,100293.18181818182,11
2018-02-25,Gaming,89049,157.0,1
2018-02-25,Howto & Style,9833197,26916.055555555555,18
2018-02-25,Music,80748081,119430.68965517242,29
2018-02-25,News & Politics,6056510,3046.904761904762,21
2018-02-25,People & Blogs,9165366,24506.846153846152,13
2018-02-25,Pets & Animals,2373372,8925.0,4
2018-02-25,Science & Technology,9073939,20549.5,12
2018-02-25,Sports,44255595,47215.8125,16
2018-02-25,Travel & Events,2790377,13969.0,4
2018-02-26,Autos & Vehicles,1842725,6483.6,5
2018-02-26,Comedy,12004746,47251.28571428572,14
2018-02-26,Education,3220421,12568.42857142857,7
2018-02-26,Entertainment,40789736,27376.574468085106,47
2018-02-26,Film & Animation,12939838,70234.1,10
2018-02-26,Howto & Style,10929715,30193.0,17
2018-02-26,Music,90829043,124901.36666666667,30
2018-02-26,News & Politics,5689506,4309.45,20
2018-02-26,People & Blogs,10545321,29157.23076923077,13
2018-02-26,Pets & Animals,2216598,10453.666666666666,3
2018-02-26,Science & Technology,12391211,23719.666666666668,15
2018-02-26,Sports,42715838,49461.0,15
2018-02-26,Travel & Events,2807282,19541.0,3
2018-02-27,Autos & Vehicles,1859518,8164.75,4
2018-02-27,Comedy,13375406,57853.9375,16
2018-02-27,Education,3408921,10258.666666666666,9
2018-02-27,Entertainment,38007124,29060.738095238095,42
2018-02-27,Film & Animation,13540976,82485.44444444444,9
2018-02-27,Howto & Style,9774947,29450.375,16
2018-02-27,Music,76269671,106259.56666666667,30
2018-02-27,News & Politics,6112648,3995.1304347826085,23
2018-02-27,People & Blogs,10697891,30755.833333333332,12
2018-02-27,Pets & Animals,2388098,8560.0,4
2018-02-27,Science & Technology,16497522,27902.125,16
2018-02-27,Sports,45488945,116770.92857142857,14
2018-02-27,Travel & Events,2697135,19185.666666666668,3
2018-02-28,Autos & Vehicles,2007149,9829.75,4
2018-02-28,Comedy,14552180,64450.066666666666,15
2018-02-28,Education,3314305,10136.2,10
2018-02-28,Entertainment,40035680,30848.31111111111,45
2018-02-28,Film & Animation,13549774,64486.083333333336,12
2018-02-28,Gaming,210841,23662.0,1
2018-02-28,Howto & Style,8693418,24701.941176470587,17
2018-02-28,Music,60903860,95234.48148148147,27
2018-02-28,News & Politics,4990588,3201.6190476190477,21
2018-02-28,People & Blogs,10759261,33506.25,12
2018-02-28,Pets & Animals,2653386,9782.0,4
2018-02-28,Science & Technology,16825245,27553.70588235294,17
2018-02-28,Sports,49790247,151497.41666666666,12
2018-02-28,Travel & Events,673473,10120.5,2
2018-03-01,Autos & Vehicles,552988,4365.0,2
2018-03-01,Comedy,15594887,65476.2,15
2018-03-01,Education,3532946,9260.083333333334,12
2018-03-01,Entertainment,35236427,31543.02380952381,42
2018-03-01,Film & Animation,14268939,39569.230769230766,13
2018-03-01,Gaming,531643,40168.0,1
2018-03-01,Howto & Style,9826773,25345.333333333332,18
2018-03-01,Music,70392731,100096.07142857143,28
2018-03-01,News & Politics,3243264,3345.3684210526317,19
2018-03-01,People & Blogs,11988714,33511.13333333333,15
2018-03-01,Pets & Animals,2672399,11444.0,3
2018-03-01,Science & Technology,19676118,28799.894736842107,19
2018-03-01,Sports,33125456,187367.7,10
2018-03-01,Travel & Events,1203661,9859.333333333334,3
2018-03-02,Autos & Vehicles,1653796,10109.0,3
2018-03-02,Comedy,18092476,73711.6875,16
2018-03-02,Education,5663420,20329.166666666668,12
2018-03-02,Entertainment,34106837,36600.34210526316,38
2018-03-02,Film & Animation,24086214,85327.4,10
2018-03-02,Gaming,595874,42617.0,1
2018-03-02,Howto & Style,17077793,26558.862068965518,29
2018-03-02,Music,47587818,174275.42857142858,21
2018-03-02,News & Politics,4151991,3654.4117647058824,17
2018-03-02,People & Blogs,13672797,30379.63157894737,19
2018-03-02,Pets & Animals,2755197,11761.333333333334,3
2018-03-02,Science & Technology,13593036,24270.941176470587,17
2018-03-02,Sports,29519701,78430.6,10
2018-03-02,Travel & Events,1812371,12208.25,4
2018-03-03,Autos & Vehicles,1680285,10162.333333333334,3
2018-03-03,Comedy,18700306,74244.625,16
2018-03-03,Education,6457236,22662.083333333332,12
2018-03-03,Entertainment,41903514,41094.92682926829,41
2018-03-03,Film & Animation,28269796,82701.90909090909,11
2018-03-03,Gaming,638456,43612.0,1
2018-03-03,Howto & Style,16218461,27750.346153846152,26
2018-03-03,Music,57736949,187182.4090909091,22
2018-03-03,News & Politics,4290929,3571.625,16
2018-03-03,People & Blogs,11979793,30823.29411764706,17
2018-03-03,Pets & Animals,3456687,14781.5,4
2018-03-03,Science & Technology,13286657,25258.75,16
2018-03-03,Sports,31976348,73109.09090909091,11
2018-03-03,Travel & Events,1652926,15569.0,3
2018-03-04,Autos & Vehicles,1764974,10235.666666666666,3
2018-03-04,Comedy,19318366,75102.5,16
2018-03-04,Education,7067107,22263.46153846154,13
2018-03-04,Entertainment,43944659,44228.225,40
2018-03-04,Film & Animation,29518050,77559.72727272728,11
2018-03-04,Gaming,824973,26743.0,2
2018-03-04,Howto & Style,17087536,24456.103448275862,29
2018-03-04,Music,56951341,203296.95238095237,21
2018-03-04,News & Politics,3769431,3643.846153846154,13
2018-03-04,People & Blogs,13505895,31485.777777777777,18
2018-03-04,Pets & Animals,4105414,13927.2,5
2018-03-04,Science & Technology,13584534,26328.4,15
2018-03-04,Sports,32745202,88690.88888888889,9
2018-03-04,Travel & Events,2087786,14332.25,4
2018-03-05,Autos & Vehicles,1814680,10301.0,3
2018-03-05,Comedy,23359980,78994.5625,16
2018-03-05,Education,7408235,24476.75,12
2018-03-05,Entertainment,48124606,42629.880952380954,42
2018-03-05,Film & Animation,33980642,98119.9,10
2018-03-05,Gaming,1000449,19648.0,3
2018-03-05,Howto & Style,18280918,24618.0,30
2018-03-05,Music,64377975,212286.80952380953,21
2018-03-05,News & Politics,3964010,4123.5,12
2018-03-05,People & Blogs,15847480,37578.05882352941,17
2018-03-05,Pets & Animals,4331064,16661.75,4
2018-03-05,Science & Technology,14093068,25582.625,16
2018-03-05,Sports,35087963,81457.5,10
2018-03-05,Travel & Events,2514631,15858.25,4
2018-03-06,Autos & Vehicles,186453,7332.0,1
2018-03-06,Comedy,25609735,79784.44444444444,18
2018-03-06,Education,8419111,24586.30769230769,13
2018-03-06,Entertainment,46900926,42098.28571428572,42
2018-03-06,Film & Animation,39401224,90076.25,12
2018-03-06,Gaming,1030167,19870.333333333332,3
2018-03-06,Howto & Style,16966693,24220.172413793105,29
2018-03-06,Music,68138749,211364.42857142858,21
2018-03-06,News & Politics,3391068,4746.222222222223,9
2018-03-06,People & Blogs,13915386,32337.666666666668,18
2018-03-06,Pets & Animals,2507710,13884.0,4
2018-03-06,Science & Technology,14385229,24255.647058823528,17
2018-03-06,Sports,20377195,41297.2,10
2018-03-06,Travel & Events,2242455,16429.666666666668,3
2018-03-07,Comedy,28716752,80269.52631578948,19
2018-03-07,Education,9074740,27748.75,12
2018-03-07,Entertainment,45985320,42336.642857142855,42
2018-03-07,Film & Animation,39332419,92205.41666666667,12
2018-03-07,Gaming,772257,24063.0,2
2018-03-07,Howto & Style,17290516,25549.85714285714,28
2018-03-07,Music,51871199,135678.95652173914,23
2018-03-07,News & Politics,3572730,5536.125,8
2018-03-07,People & Blogs,14730900,34936.76470588235,17
2018-03-07,Pets & Animals,2981331,15450.6,5
2018-03-07,Science & Technology,20592623,24515.7,20
2018-03-07,Sports,27519995,64287.11111111111,9
2018-03-07,Travel & Events,2120737,23278.0,2
2018-03-08,Comedy,23042145,60456.26315789474,19
2018-03-08,Education,8426284,28820.81818181818,11
2018-03-08,Entertainment,47874157,39047.71111111111,45
2018-03-08,Film & Animation,43979749,99505.66666666667,12
2018-03-08,Gaming,788561,24148.5,2
2018-03-08,Howto & Style,13726231,19489.285714285714,28
2018-03-08,Music,38442368,157243.94444444444,18
2018-03-08,News & Politics,2367337,4195.285714285715,7
2018-03-08,People & Blogs,14967360,28804.9,20
2018-03-08,Pets & Animals,3122464,15898.8,5
2018-03-08,Science & Technology,21368931,24011.55,20
2018-03-08,Sports,30604790,63276.7,10
2018-03-08,Travel & Events,2201141,23785.5,2
2018-03-09,Comedy,23667261,64943.38888888889,18
2018-03-09,Education,9138147,27521.46153846154,13
2018-03-09,Entertainment,49328802,38675.813953488374,43
2018-03-09,Film & Animation,46636968,102584.58333333333,12
2018-03-09,Gaming,3030374,45298.75,4
2018-03-09,Howto & Style,12007259,16750.655172413793,29
2018-03-09,Music,35661384,148564.1,20
2018-03-09,News & Politics,2098370,5467.0,5
2018-03-09,People & Blogs,18568101,34746.63157894737,19
2018-03-09,Pets & Animals,3254935,16263.0,5
2018-03-09,Science & Technology,23790242,27964.5,20
2018-03-09,Sports,32687622,65471.2,10
2018-03-09,Travel & Events,2254340,24097.5,2
2018-03-10,Comedy,23646504,73037.8,15
2018-03-10,Education,9607038,26464.35714285714,14
2018-03-10,Entertainment,53805370,36204.681818181816,44
2018-03-10,Film & Animation,47022811,98502.72727272728,11
2018-03-10,Gaming,6334093,65048.75,4
2018-03-10,Howto & Style,13201318,18754.178571428572,28
2018-03-10,Music,45990168,139593.0,25
2018-03-10,News & Politics,2158934,5579.2,5
2018-03-10,People & Blogs,19116665,37624.27777777778,18
2018-03-10,Pets & Animals,3393506,16659.8,5
2018-03-10,Science & Technology,26703122,29414.0,21
2018-03-10,Sports,23576570,69188.125,8
2018-03-10,Travel & Events,2299831,24366.5,2
2018-03-11,Comedy,25037249,78618.07142857143,14
2018-03-11,Education,9276231,28104.384615384617,13
2018-03-11,Entertainment,58716188,36502.282608695656,46
2018-03-11,Film & Animation,48602466,91790.5,12
2018-03-11,Gaming,10406400,93550.0,5
2018-03-11,Howto & Style,14974021,21159.066666666666,30
2018-03-11,Music,53867094,152250.5,24
2018-03-11,News & Politics,2219232,5721.0,5
2018-03-11,People & Blogs,18949007,39369.705882352944,17
2018-03-11,Pets & Animals,3530601,17068.2,5
2018-03-11,Science & Technology,20212511,25365.157894736843,19
2018-03-11,Sports,24972331,70803.625,8
2018-03-11,Travel & Events,2346163,24671.5,2
2018-03-12,Comedy,24645927,72850.42857142857,14
2018-03-12,Education,10070344,27598.071428571428,14
2018-03-12,Entertainment,61306988,38548.52272727273,44
2018-03-12,Film & Animation,49532518,73863.73333333334,15
2018-03-12,Gaming,11705064,100310.0,5
2018-03-12,Howto & Style,16324322,25413.178571428572,28
