trending_date,category_name,views,avg_likes,num_trending_videos
2017-12-22,Nonprofits & Activism,41183,1621.0,1
2017-12-22,People & Blogs,8846074,41492.769230769234,13
2017-12-22,Pets & Animals,3496220,53853.666666666664,3
2017-12-22,Science & Technology,5427019,23303.666666666668,9
2017-12-22,Sports,4835880,7896.090909090909,11
2017-12-22,Travel & Events,1695925,7217.5,4
2017-12-23,Autos & Vehicles,3044139,97030.0,1
2017-12-23,Comedy,22161043,69455.22222222222,18
2017-12-23,Education,4992234,37065.666666666664,9
2017-12-23,Entertainment,43267836,39722.86956521739,46
2017-12-23,Film & Animation,11301226,16516.333333333332,15
2017-12-23,Howto & Style,10841716,31001.076923076922,13
2017-12-23,Music,45618282,80286.63333333333,30
2017-12-23,News & Politics,4145617,2140.1428571428573,21
2017-12-23,People & Blogs,15997083,49736.0,14
2017-12-23,Pets & Animals,4940350,47794.5,4
2017-12-23,Science & Technology,4345455,16477.416666666668,12
2017-12-23,Sports,5316377,7991.916666666667,12
2017-12-23,Travel & Events,1870510,7401.0,4
2017-12-24,Comedy,17687426,59847.84210526316,19
2017-12-24,Education,4957739,36300.88888888889,9
2017-12-24,Entertainment,43417745,37505.95348837209,43
2017-12-24,Film & Animation,12549868,16590.5625,16
2017-12-24,Howto & Style,3655264,13932.4,15
2017-12-24,Music,60124458,86299.4375,32
2017-12-24,News & Politics,4656166,2911.75,20
2017-12-24,People & Blogs,17985371,52666.13333333333,15
2017-12-24,Pets & Animals,6085540,42853.8,5
2017-12-24,Science & Technology,4171850,16487.9,10
2017-12-24,Sports,5368845,8381.2,10
2017-12-24,Travel & Events,2031754,6142.4,5
2017-12-25,Autos & Vehicles,30484,386.0,1
2017-12-25,Comedy,20454117,62377.35,20
2017-12-25,Education,5126994,41571.875,8
2017-12-25,Entertainment,48860615,38405.97777777778,45
2017-12-25,Film & Animation,13552062,17377.0625,16
2017-12-25,Howto & Style,4834900,15213.9375,16
2017-12-25,Music,77096846,106750.03125,32
2017-12-25,News & Politics,5324434,3562.45,20
2017-12-25,People & Blogs,16812143,53041.769230769234,13
2017-12-25,Pets & Animals,6532624,44073.8,5
2017-12-25,Science & Technology,4703558,19033.333333333332,9
2017-12-25,Sports,4794997,8691.555555555555,9
2017-12-25,Travel & Events,2574805,6240.0,5
2017-12-26,Autos & Vehicles,322153,362.5,2
2017-12-26,Comedy,21457728,70728.55555555556,18
2017-12-26,Education,5675875,44145.125,8
2017-12-26,Entertainment,39928893,19722.60465116279,43
2017-12-26,Film & Animation,14400147,17995.8125,16
2017-12-26,Howto & Style,5659231,16446.125,16
2017-12-26,Music,89156551,110839.63636363637,33
2017-12-26,News & Politics,5922940,4088.0,20
2017-12-26,People & Blogs,18506711,58322.166666666664,12
2017-12-26,Pets & Animals,6879675,37955.333333333336,6
2017-12-26,Science & Technology,5216825,17683.6,10
2017-12-26,Sports,5164680,8266.4,10
2017-12-26,Travel & Events,3233513,6354.0,5
2017-12-27,Autos & Vehicles,536779,508.5,2
2017-12-27,Comedy,24033451,66645.7,20
2017-12-27,Education,6247951,42667.555555555555,9
2017-12-27,Entertainment,34893821,18951.976744186046,43
2017-12-27,Film & Animation,14916587,22173.615384615383,13
2017-12-27,Howto & Style,6090467,17906.333333333332,15
2017-12-27,Music,104130705,132386.76470588235,34
2017-12-27,News & Politics,7101367,5361.631578947368,19
2017-12-27,People & Blogs,21748432,59640.53846153846,13
2017-12-27,Pets & Animals,7080834,38435.666666666664,6
2017-12-27,Science & Technology,5782330,18778.9,10
2017-12-27,Sports,5528684,8726.0,10
2017-12-27,Travel & Events,3646087,6469.4,5
2017-12-28,Autos & Vehicles,643756,564.0,3
2017-12-28,Comedy,24084628,68465.84210526316,19
2017-12-28,Education,6231873,61783.666666666664,6
2017-12-28,Entertainment,39128314,18997.68888888889,45
2017-12-28,Film & Animation,16609712,21236.333333333332,15
2017-12-28,Howto & Style,11988221,32413.533333333333,15
2017-12-28,Music,102979860,150828.17857142858,28
2017-12-28,News & Politics,7114540,5874.611111111111,18
2017-12-28,People & Blogs,24446591,55050.46666666667,15
2017-12-28,Pets & Animals,8602163,35855.142857142855,7
2017-12-28,Science & Technology,6966062,17282.23076923077,13
2017-12-28,Sports,11718915,42661.77777777778,9
2017-12-28,Travel & Events,3469713,5051.833333333333,6
2017-12-29,Autos & Vehicles,668789,610.0,3
2017-12-29,Comedy,27658119,73714.36842105263,19
2017-12-29,Education,4891782,33623.833333333336,6
2017-12-29,Entertainment,37935753,20798.266666666666,45
2017-12-29,Film & Animation,18207196,19162.333333333332,18
2017-12-29,Howto & Style,13005059,32251.333333333332,15
2017-12-29,Music,114481201,163729.7037037037,27
2017-12-29,News & Politics,5593904,6210.9375,16
2017-12-29,People & Blogs,20233105,42178.4,15
2017-12-29,Pets & Animals,3153959,15152.142857142857,7
2017-12-29,Science & Technology,8271182,21892.166666666668,12
2017-12-29,Sports,12527347,39942.6,10
2017-12-29,Travel & Events,2985831,5136.5,6
2017-12-30,Autos & Vehicles,675869,612.3333333333334,3
2017-12-30,Comedy,29249883,71395.2,20
2017-12-30,Education,5847818,35865.333333333336,6
2017-12-30,Entertainment,36129928,22236.91304347826,46
2017-12-30,Film & Animation,19443805,21163.70588235294,17
2017-12-30,Howto & Style,13288854,30432.6,15
2017-12-30,Music,111004688,146264.44444444444,27
2017-12-30,News & Politics,5793821,6884.933333333333,15
2017-12-30,People & Blogs,22281444,45869.5,14
2017-12-30,Pets & Animals,3176738,10186.125,8
2017-12-30,Science & Technology,8544759,22181.416666666668,12
2017-12-30,Sports,13225802,41214.3,10
2017-12-30,Travel & Events,3221978,5345.5,6
2017-12-31,Autos & Vehicles,681077,613.0,3
2017-12-31,Comedy,34445212,78182.23809523809,21
2017-12-31,Education,6237691,31362.285714285714,7
2017-12-31,Entertainment,33175721,23784.159090909092,44
2017-12-31,Film & Animation,13353033,21589.714285714286,14
2017-12-31,Howto & Style,15539635,33992.27777777778,18
2017-12-31,Music,127986827,166164.11111111112,27
2017-12-31,News & Politics,5255284,9982.615384615385,13
2017-12-31,People & Blogs,25662323,37264.63157894737,19
2017-12-31,Pets & Animals,3720736,9600.777777777777,9
2017-12-31,Science & Technology,6521980,14157.0,11
2017-12-31,Sports,13660108,46388.11111111111,9
2017-12-31,Travel & Events,644384,3896.75,4
2018-01-01,Autos & Vehicles,685867,616.6666666666666,3
2018-01-01,Comedy,35665903,79434.85714285714,21
2018-01-01,Education,6388992,31711.85714285714,7
2018-01-01,Entertainment,32905025,25047.60465116279,43
2018-01-01,Film & Animation,15573281,23315.533333333333,15
2018-01-01,Howto & Style,16488202,35731.833333333336,18
2018-01-01,Music,140371370,172363.25925925927,27
2018-01-01,News & Politics,5015421,10201.545454545454,11
2018-01-01,People & Blogs,28430552,38406.8,20
2018-01-01,Pets & Animals,4679596,10883.111111111111,9
2018-01-01,Science & Technology,6760494,14517.0,11
2018-01-01,Sports,14154496,42417.3,10
2018-01-01,Travel & Events,660928,3956.0,4
2018-01-02,Autos & Vehicles,690435,618.3333333333334,3
2018-01-02,Comedy,39602094,75197.26086956522,23
2018-01-02,Education,6557414,32104.14285714286,7
2018-01-02,Entertainment,31191418,22865.428571428572,42
2018-01-02,Film & Animation,15538012,20911.6,15
2018-01-02,Howto & Style,17406861,35347.26315789474,19
2018-01-02,Music,145141284,175140.84615384616,26
2018-01-02,News & Politics,5379931,12519.8,10
2018-01-02,People & Blogs,30449541,41984.21052631579,19
2018-01-02,Pets & Animals,5747504,12139.333333333334,9
2018-01-02,Science & Technology,7026577,13617.166666666666,12
2018-01-02,Sports,14619673,43013.0,10
2018-01-02,Travel & Events,681175,4019.0,4
2018-01-03,Autos & Vehicles,694930,619.6666666666666,3
2018-01-03,Comedy,35397546,77214.47368421052,19
2018-01-03,Education,3610119,11050.8,10
2018-01-03,Entertainment,52021176,46568.22727272727,44
2018-01-03,Film & Animation,12131813,19896.5,14
2018-01-03,Gaming,780084,39946.0,1
2018-01-03,Howto & Style,16736525,30684.136363636364,22
2018-01-03,Music,65807186,122390.95833333333,24
2018-01-03,News & Politics,4376606,10481.454545454546,11
2018-01-03,People & Blogs,31400354,41257.75,20
2018-01-03,Pets & Animals,6692704,16851.25,8
2018-01-03,Science & Technology,6618912,13868.083333333334,12
2018-01-03,Sports,14216540,48406.22222222222,9
2018-01-03,Travel & Events,615394,5280.666666666667,3
2018-01-04,Autos & Vehicles,758449,505.75,4
2018-01-04,Comedy,29724205,57182.666666666664,21
2018-01-04,Education,3753604,11254.545454545454,11
2018-01-04,Entertainment,61932480,54998.88636363636,44
2018-01-04,Film & Animation,10479352,22721.416666666668,12
2018-01-04,Gaming,1147293,47001.0,1
2018-01-04,Howto & Style,17869857,33932.181818181816,22
2018-01-04,Music,55110349,124911.61904761905,21
2018-01-04,News & Politics,1097239,2768.0,10
2018-01-04,People & Blogs,29982850,37892.80952380953,21
2018-01-04,Pets & Animals,5634375,15256.875,8
2018-01-04,Science & Technology,7173917,18669.384615384617,13
2018-01-04,Sports,14932514,44306.7,10
2018-01-04,Travel & Events,394477,6796.0,2
2018-01-05,Autos & Vehicles,634722,6821.333333333333,3
2018-01-05,Comedy,24888607,72739.5,18
2018-01-05,Education,4383595,11855.833333333334,12
2018-01-05,Entertainment,62603968,57454.70731707317,41
2018-01-05,Film & Animation,14914683,31521.5,10
2018-01-05,Gaming,1368338,17372.666666666668,3
2018-01-05,Howto & Style,17252535,30943.791666666668,24
2018-01-05,Music,38394346,106760.91304347826,23
2018-01-05,News & Politics,979008,3694.8888888888887,9
2018-01-05,Nonprofits & Activism,4178,16.0,1
2018-01-05,People & Blogs,8223655,12304.611111111111,18
2018-01-05,Pets & Animals,6817597,15137.777777777777,9
2018-01-05,Science & Technology,4477321,15357.92857142857,14
2018-01-05,Sports,15726492,50026.22222222222,9
2018-01-05,Travel & Events,1397448,6624.833333333333,6
2018-01-06,Autos & Vehicles,671084,6946.333333333333,3
2018-01-06,Comedy,25200896,76146.27777777778,18
2018-01-06,Education,3743531,13276.09090909091,11
2018-01-06,Entertainment,66877591,61996.18421052631,38
2018-01-06,Film & Animation,12695736,24402.833333333332,12
2018-01-06,Gaming,1422712,17634.666666666668,3
2018-01-06,Howto & Style,11547721,28675.96,25
2018-01-06,Music,58734954,112465.34615384616,26
2018-01-06,News & Politics,1271089,3386.909090909091,11
2018-01-06,Nonprofits & Activism,7406,26.0,1
2018-01-06,People & Blogs,6069088,10292.222222222223,18
2018-01-06,Pets & Animals,6529131,15283.666666666666,9
2018-01-06,Science & Technology,5128332,19284.75,12
2018-01-06,Sports,7049287,12841.57142857143,7
2018-01-06,Travel & Events,1686768,7279.0,6
2018-01-07,Autos & Vehicles,691582,7025.666666666667,3
2018-01-07,Comedy,23584458,67342.45,20
2018-01-07,Education,4018927,13818.90909090909,11
2018-01-07,Entertainment,67146586,55513.22222222222,36
2018-01-07,Film & Animation,13727518,25381.833333333332,12
2018-01-07,Gaming,3083666,34993.25,4
2018-01-07,Howto & Style,7245790,19729.954545454544,22
2018-01-07,Music,77456379,121794.07142857143,28
2018-01-07,News & Politics,1210804,1650.0833333333333,12
2018-01-07,Nonprofits & Activism,8025,29.0,1
2018-01-07,People & Blogs,3733326,9151.588235294117,17
2018-01-07,Pets & Animals,6637158,16406.25,8
2018-01-07,Science & Technology,5655486,20228.25,12
2018-01-07,Sports,2648644,6264.5,8
2018-01-07,Travel & Events,1924341,7817.166666666667,6
2018-01-08,Autos & Vehicles,908735,8178.0,3
2018-01-08,Comedy,18727005,69954.76470588235,17
2018-01-08,Education,4653219,13678.166666666666,12
2018-01-08,Entertainment,73943490,50888.41463414634,41
2018-01-08,Film & Animation,14607694,25212.928571428572,14
2018-01-08,Gaming,3197559,35534.75,4
2018-01-08,Howto & Style,8752946,22846.105263157893,19
2018-01-08,Music,86765645,139138.24,25
2018-01-08,News & Politics,1406456,1594.642857142857,14
2018-01-08,Nonprofits & Activism,8318,30.0,1
2018-01-08,People & Blogs,2628873,11458.42857142857,14
2018-01-08,Pets & Animals,3803541,14057.285714285714,7
2018-01-08,Science & Technology,6561335,20913.923076923078,13
2018-01-08,Sports,3927417,6355.2,10
2018-01-08,Travel & Events,1957853,8121.666666666667,6
2018-01-09,Autos & Vehicles,1086023,6355.75,4
2018-01-09,Comedy,20710417,73574.35294117648,17
2018-01-09,Education,4034753,13593.0,10
2018-01-09,Entertainment,85959292,47636.2,50
2018-01-09,Film & Animation,10861523,13767.923076923076,13
2018-01-09,Gaming,3072241,46545.0,3
2018-01-09,Howto & Style,10494973,28052.25,16
2018-01-09,Music,89907763,155371.5652173913,23
2018-01-09,News & Politics,4342111,2933.0,18
2018-01-09,Nonprofits & Activism,8493,31.0,1
2018-01-09,People & Blogs,2174862,8279.0,14
2018-01-09,Pets & Animals,3539716,18413.6,5
2018-01-09,Science & Technology,6847104,23243.25,12
2018-01-09,Sports,3714116,6610.888888888889,9
2018-01-09,Travel & Events,1594605,7653.0,5
2018-01-12,Autos & Vehicles,1040004,2461.3333333333335,3
2018-01-12,Comedy,16110366,52007.857142857145,14
2018-01-12,Education,2928736,12148.9,10
2018-01-12,Entertainment,34577203,17095.109090909093,55
2018-01-12,Film & Animation,9556959,23984.923076923078,13
2018-01-12,Gaming,5178454,90045.33333333333,3
2018-01-12,Howto & Style,8602528,15544.923076923076,13
2018-01-12,Music,106046937,174419.4090909091,22
2018-01-12,News & Politics,2076193,1715.6875,16
2018-01-12,Nonprofits & Activism,23634,131.0,1
2018-01-12,People & Blogs,3252491,17980.923076923078,13
2018-01-12,Pets & Animals,2264607,10598.333333333334,6
2018-01-12,Science & Technology,5072311,10242.0,18
2018-01-12,Sports,3217927,5167.272727272727,11
2018-01-12,Travel & Events,52587,1163.0,2
2018-01-13,Autos & Vehicles,1119286,2991.0,3
2018-01-13,Comedy,14780273,30447.333333333332,15
2018-01-13,Education,2257549,11558.125,8
2018-01-13,Entertainment,35978518,18179.70588235294,51
2018-01-13,Film & Animation,8336631,21863.1,10
2018-01-13,Gaming,7063647,76614.25,4
2018-01-13,Howto & Style,10413240,18925.5,12
2018-01-13,Music,38800034,113563.96296296296,27
2018-01-13,News & Politics,2391303,1873.8823529411766,17
2018-01-13,People & Blogs,4619336,17685.4375,16
2018-01-13,Pets & Animals,2439357,7588.571428571428,7
2018-01-13,Science & Technology,8489401,12104.4,20
2018-01-13,Sports,3031036,6358.111111111111,9
2018-01-13,Travel & Events,56417,1740.0,1
2018-01-14,Autos & Vehicles,1204949,5405.0,2
2018-01-14,Comedy,16484182,33220.357142857145,14
2018-01-14,Education,2959530,12457.25,8
2018-01-14,Entertainment,41317231,20290.18,50
2018-01-14,Film & Animation,10139110,18639.0,13
2018-01-14,Gaming,8779311,83468.0,4
2018-01-14,Howto & Style,4836046,14926.333333333334,15
2018-01-14,Music,58378630,146087.33333333334,27
2018-01-14,News & Politics,2616104,2356.8333333333335,18
2018-01-14,Nonprofits & Activism,42194,1384.0,1
2018-01-14,People & Blogs,6012460,19117.823529411766,17
2018-01-14,Pets & Animals,1355781,8230.0,5
2018-01-14,Science & Technology,8549216,13751.4375,16
2018-01-14,Sports,2976511,6681.625,8
2018-01-14,Travel & Events,123253,2511.5,2
2018-01-15,Comedy,17352722,36447.07692307692,13
2018-01-15,Education,4160622,14567.555555555555,9
2018-01-15,Entertainment,42635090,24638.632653061224,49
2018-01-15,Film & Animation,16739537,37938.78571428572,14
2018-01-15,Gaming,10359410,88637.25,4
2018-01-15,Howto & Style,7023744,16454.444444444445,18
2018-01-15,Music,66692815,165279.88,25
2018-01-15,News & Politics,3524162,4362.0,16
2018-01-15,Nonprofits & Activism,53275,1805.0,1
2018-01-15,People & Blogs,9301929,23684.277777777777,18
2018-01-15,Pets & Animals,2942426,10663.125,8
2018-01-15,Science & Technology,9238299,15942.466666666667,15
2018-01-15,Sports,4394460,7285.875,8
2018-01-15,Travel & Events,162005,2920.0,2
2018-01-16,Comedy,16674507,32106.428571428572,14
2018-01-16,Education,4378469,17964.5,8
2018-01-16,Entertainment,40003818,24836.869565217392,46
2018-01-16,Film & Animation,21301570,43505.5,14
2018-01-16,Gaming,11303280,91676.0,4
2018-01-16,Howto & Style,7741840,16928.58823529412,17
2018-01-16,Music,79558111,179929.32,25
2018-01-16,News & Politics,5567526,3589.2,20
2018-01-16,Nonprofits & Activism,73649,2721.0,1
2018-01-16,People & Blogs,9815525,24624.61111111111,18
2018-01-16,Pets & Animals,3192337,12660.0,7
2018-01-16,Science & Technology,9638710,15532.2,15
2018-01-16,Sports,6081501,9353.888888888889,9
2018-01-16,Travel & Events,178856,3079.5,2
2018-01-17,Autos & Vehicles,187545,751.5,4
2018-01-17,Comedy,15545916,32765.285714285714,14
2018-01-17,Education,4697758,16828.375,8
2018-01-17,Entertainment,41754730,22386.68085106383,47
2018-01-17,Film & Animation,20988625,39474.666666666664,15
2018-01-17,Gaming,11867858,75068.4,5
2018-01-17,Howto & Style,6343203,15772.388888888889,18
2018-01-17,Music,84126424,161620.38461538462,26
2018-01-17,News & Politics,7550796,3851.285714285714,21
2018-01-17,People & Blogs,9703485,29340.1875,16
2018-01-17,Pets & Animals,3410747,17166.8,5
2018-01-17,Science & Technology,7887903,26367.363636363636,11
2018-01-17,Sports,5914610,8981.222222222223,9
2018-01-17,Travel & Events,117201,4304.0,1
2018-01-18,Autos & Vehicles,386695,879.6666666666666,6
2018-01-18,Comedy,13003940,28142.0,15
2018-01-18,Education,5358131,16817.0,9
2018-01-18,Entertainment,32163590,20123.825,40
2018-01-18,Film & Animation,18843210,45500.857142857145,14
2018-01-18,Gaming,8221650,56592.6,5
2018-01-18,Howto & Style,7299638,17107.695652173912,23
2018-01-18,Music,92237414,227180.75,20
2018-01-18,News & Politics,9832774,3486.8571428571427,21
2018-01-18,People & Blogs,12248611,45925.76470588235,17
2018-01-18,Pets & Animals,2384536,10615.6,5
2018-01-18,Science & Technology,6917300,27150.090909090908,11
2018-01-18,Sports,6940270,8413.5,12
2018-01-18,Travel & Events,335980,3127.5,2
2018-01-19,Autos & Vehicles,1076682,3143.625,8
2018-01-19,Comedy,14912881,53635.13333333333,15
2018-01-19,Education,3717956,12763.9,10
2018-01-19,Entertainment,28620341,19021.225,40
2018-01-19,Film & Animation,18715324,55819.72727272727,11
2018-01-19,Gaming,12028039,66234.16666666667,6
2018-01-19,Howto & Style,10517634,19453.333333333332,30
2018-01-19,Music,85995950,224488.38888888888,18
2018-01-19,News & Politics,11432742,4023.2272727272725,22
2018-01-19,People & Blogs,7979750,48437.666666666664,12
2018-01-19,Pets & Animals,952654,2509.25,4
2018-01-19,Science & Technology,4529118,24545.636363636364,11
2018-01-19,Sports,7431693,7518.461538461538,13
2018-01-20,Autos & Vehicles,1220427,3942.8571428571427,7
2018-01-20,Comedy,16057448,58398.2,15
2018-01-20,Education,2741849,12502.5,8
2018-01-20,Entertainment,30590852,16800.68888888889,45
2018-01-20,Film & Animation,20330775,63994.2,10
2018-01-20,Gaming,9155544,92249.5,4
2018-01-20,Howto & Style,10386411,22517.423076923078,26
2018-01-20,Music,25688288,71134.13636363637,22
2018-01-20,News & Politics,11272743,3751.1666666666665,24
2018-01-20,People & Blogs,9845717,52996.583333333336,12
2018-01-20,Pets & Animals,991353,3434.0,3
2018-01-20,Science & Technology,3700331,23525.3,10
2018-01-20,Sports,8097854,7476.714285714285,14
2018-01-21,Autos & Vehicles,1105076,5465.6,5
2018-01-21,Comedy,21719236,67348.22222222222,18
2018-01-21,Education,3035566,13242.5,8
2018-01-21,Entertainment,32202793,19369.25,44
2018-01-21,Film & Animation,13775525,32799.09090909091,11
2018-01-21,Gaming,10312476,130549.66666666667,3
2018-01-21,Howto & Style,10729935,24909.875,24
2018-01-21,Music,34523003,80106.82608695653,23
2018-01-21,News & Politics,11735751,4009.625,24
2018-01-21,People & Blogs,10540516,60770.72727272727,11
2018-01-21,Pets & Animals,1023158,3536.3333333333335,3
2018-01-21,Science & Technology,3977523,24340.1,10
2018-01-21,Sports,5894873,4936.6875,16
2018-01-22,Autos & Vehicles,5302133,9612.8,5
2018-01-22,Comedy,23557953,80683.75,16
2018-01-22,Education,2007753,9428.75,8
2018-01-22,Entertainment,30737664,23082.121951219513,41
2018-01-22,Film & Animation,18182240,54707.181818181816,11
2018-01-22,Gaming,11118753,135845.66666666666,3
2018-01-22,Howto & Style,11451306,26928.304347826088,23
2018-01-22,Music,40989110,87909.40909090909,22
2018-01-22,News & Politics,9719570,3541.75,24
2018-01-22,People & Blogs,15867553,57030.846153846156,13
2018-01-22,Pets & Animals,4237886,17593.875,8
2018-01-22,Science & Technology,4362128,23993.909090909092,11
2018-01-22,Sports,5994902,5991.266666666666,15
2018-01-23,Autos & Vehicles,5788044,10317.4,5
2018-01-23,Comedy,24331733,87727.53333333334,15
2018-01-23,Education,2613469,10408.333333333334,9
2018-01-23,Entertainment,34112222,23883.47619047619,42
2018-01-23,Film & Animation,23719248,64923.07692307692,13
2018-01-23,Gaming,12301277,107133.25,4
2018-01-23,Howto & Style,11518949,28819.5,22
2018-01-23,Music,48419664,100163.85714285714,21
2018-01-23,News & Politics,9585336,4472.318181818182,22
2018-01-23,People & Blogs,17792894,51889.2,15
2018-01-23,Pets & Animals,5317937,30083.333333333332,6
2018-01-23,Science & Technology,4877001,23083.416666666668,12
2018-01-23,Sports,5913302,6323.928571428572,14
2018-01-24,Autos & Vehicles,5706408,10912.75,4
2018-01-24,Comedy,25946624,90163.5625,16
2018-01-24,Education,2960709,12712.25,8
2018-01-24,Entertainment,37261578,26711.60465116279,43
2018-01-24,Film & Animation,21436208,58554.38461538462,13
2018-01-24,Gaming,14118817,100348.0,5
2018-01-24,Howto & Style,10049749,31700.5,18
2018-01-24,Music,59803678,128932.0,24
2018-01-24,News & Politics,11091500,4738.782608695652,23
2018-01-24,People & Blogs,19134162,48458.5,16
2018-01-24,Pets & Animals,6048954,39898.6,5
2018-01-24,Science & Technology,1727700,6899.25,8
2018-01-24,Sports,20789636,45571.0,17
2018-01-25,Autos & Vehicles,5782032,14639.0,3
2018-01-25,Comedy,27680603,90762.11111111111,18
2018-01-25,Education,3402280,16992.571428571428,7
2018-01-25,Entertainment,46517261,25881.478260869564,46
2018-01-25,Film & Animation,20719075,69992.81818181818,11
2018-01-25,Gaming,15373421,106651.6,5
2018-01-25,Howto & Style,5749566,23718.5,12
2018-01-25,Music,69476499,118987.53571428571,28
2018-01-25,News & Politics,12404465,4739.130434782609,23
2018-01-25,Nonprofits & Activism,8041970,1167488.0,1
2018-01-25,People & Blogs,16012980,35120.142857142855,14
2018-01-25,Pets & Animals,5825529,26035.125,8
2018-01-25,Science & Technology,1305024,4398.25,8
2018-01-25,Sports,24929849,56660.625,16
2018-01-26,Autos & Vehicles,5208272,14531.0,2
2018-01-26,Comedy,18040088,71696.5,14
2018-01-26,Education,3324229,13218.666666666666,9
2018-01-26,Entertainment,36612163,15663.26,50
2018-01-26,Film & Animation,24255872,75212.72727272728,11
2018-01-26,Gaming,3914701,35665.5,4
2018-01-26,Howto & Style,7644291,28695.071428571428,14
2018-01-26,Music,29483709,82467.66666666667,27
2018-01-26,News & Politics,7252116,3341.95,20
2018-01-26,Nonprofits & Activism,15808339,1625402.0,1
2018-01-26,People & Blogs,17735312,39569.0625,16
2018-01-26,Pets & Animals,6471878,36122.666666666664,6
2018-01-26,Science & Technology,1982360,4904.5,12
2018-01-26,Sports,26072427,74459.92307692308,13
2018-01-27,Autos & Vehicles,57843,667.0,1
2018-01-27,Comedy,20434201,75339.64285714286,14
2018-01-27,Education,3615313,13962.222222222223,9
2018-01-27,Entertainment,32239329,11485.127659574468,47
2018-01-27,Film & Animation,22578938,56557.833333333336,12
2018-01-27,Gaming,4475741,33364.4,5
2018-01-27,Howto & Style,10418319,50282.307692307695,13
2018-01-27,Music,36561692,81352.94117647059,34
2018-01-27,News & Politics,7501709,3280.6315789473683,19
2018-01-27,Nonprofits & Activism,19092511,1782249.0,1
2018-01-27,People & Blogs,10525850,27243.3125,16
2018-01-27,Pets & Animals,5506275,37591.0,5
2018-01-27,Science & Technology,2217639,6632.3,10
2018-01-27,Sports,29611032,80701.46153846153,13
2018-01-28,Autos & Vehicles,70004,743.0,1
2018-01-28,Comedy,10923500,49719.75,12
2018-01-28,Education,2274289,12033.875,8
2018-01-28,Entertainment,37502912,13361.044444444444,45
2018-01-28,Film & Animation,18947907,47347.72727272727,11
2018-01-28,Gaming,4839537,34579.2,5
2018-01-28,Howto & Style,13443253,47272.3125,16
2018-01-28,Music,58394064,110962.91428571429,35
2018-01-28,News & Politics,8118769,3452.4210526315787,19
2018-01-28,Nonprofits & Activism,21104436,1867610.0,1
2018-01-28,People & Blogs,12682347,33455.58823529412,17
2018-01-28,Pets & Animals,6374830,31789.0,7
2018-01-28,Science & Technology,2688740,10091.125,8
2018-01-28,Sports,33382033,84825.69230769231,13
2018-01-28,Travel & Events,44813,246.0,1
2018-01-29,Autos & Vehicles,77996,790.0,1
2018-01-29,Comedy,19806298,65416.86666666667,15
2018-01-29,Education,2244320,12918.57142857143,7
2018-01-29,Entertainment,44090207,13707.093023255815,43
2018-01-29,Film & Animation,17061799,31946.1,10
2018-01-29,Gaming,4312874,26939.166666666668,6
2018-01-29,Howto & Style,12603683,49242.07142857143,14
2018-01-29,Music,68238521,106809.63157894737,38
2018-01-29,News & Politics,7535989,3669.176470588235,17
2018-01-29,Nonprofits & Activism,22387656,1919981.0,1
2018-01-29,People & Blogs,12984034,36459.0,16
2018-01-29,Pets & Animals,3927592,16961.777777777777,9
2018-01-29,Science & Technology,4571839,17894.375,8
2018-01-29,Sports,34854657,91851.33333333333,12
2018-01-29,Travel & Events,55599,268.0,1
2018-01-30,Autos & Vehicles,91424,846.0,1
2018-01-30,Comedy,17287107,66966.41666666667,12
2018-01-30,Education,1213024,9189.833333333334,6
2018-01-30,Entertainment,41720260,15191.0,42
2018-01-30,Film & Animation,17111011,26749.3,10
2018-01-30,Gaming,2396756,12971.857142857143,7
2018-01-30,Howto & Style,15871842,44693.72222222222,18
2018-01-30,Music,86182601,94106.94736842105,38
2018-01-30,News & Politics,3128375,2047.857142857143,14
2018-01-30,Nonprofits & Activism,23164093,1949284.0,1
2018-01-30,People & Blogs,13853591,34757.64705882353,17
2018-01-30,Pets & Animals,4939730,17989.0,10
2018-01-30,Science & Technology,6138627,18971.3,10
2018-01-30,Sports,40782571,92329.69230769231,13
2018-01-31,Autos & Vehicles,105801,912.0,1
2018-01-31,Comedy,16354380,47773.0,12
2018-01-31,Education,1524762,10565.333333333334,6
2018-01-31,Entertainment,56670700,20442.418604651164,43
2018-01-31,Film & Animation,15490426,17910.9,10
2018-01-31,Gaming,2724660,14184.142857142857,7
2018-01-31,Howto & Style,16991285,46118.166666666664,18
2018-01-31,Music,107009916,137970.51515151514,33
2018-01-31,News & Politics,3900338,2428.8571428571427,14
2018-01-31,Nonprofits & Activism,23742391,1970266.0,1
2018-01-31,People & Blogs,15283053,42487.5625,16
2018-01-31,Pets & Animals,5312506,18122.090909090908,11
2018-01-31,Science & Technology,5864413,13691.166666666666,12
2018-01-31,Sports,13811205,15545.0,13
2018-02-01,Autos & Vehicles,1213371,11636.5,2
2018-02-01,Comedy,15977689,53034.25,12
2018-02-01,Education,2650433,12048.111111111111,9
2018-02-01,Entertainment,45826423,17729.627906976744,43
2018-02-01,Film & Animation,9739906,10631.9,10
2018-02-01,Gaming,2862607,14612.142857142857,7
2018-02-01,Howto & Style,11871561,41137.4375,16
2018-02-01,Music,118479628,143866.61290322582,31
2018-02-01,News & Politics,9829786,5094.411764705882,17
2018-02-01,Nonprofits & Activism,24286474,1988746.0,1
2018-02-01,People & Blogs,11942291,42901.6875,16
2018-02-01,Pets & Animals,5946922,21643.6,10
