date,actual_views,predicted_views
2018-05-03,0.07630122579281555,0.12355582
2018-05-03,0.2831993289421775,0.12585263
2018-05-03,0.021191271384821943,0.047495525
2018-05-03,0.05508360662938391,0.04725593
2018-05-03,0.05751045676274197,0.04755349
2018-05-04,0.0017704480522093963,0.047259193
2018-05-04,0.042681887730111334,0.057289477
2018-05-04,0.019196477099257103,0.05743019
2018-05-04,0.004051449273183521,0.05820426
2018-05-04,0.047641744703144265,0.15495898
2018-05-04,0.006840763977313573,0.15424961
2018-05-04,0.486260879920597,0.15436178
2018-05-04,0.02813124904306505,0.10274459
2018-05-04,0.05444290576904572,0.10297063
2018-05-04,0.2984979040509727,0.10273617
2018-05-04,0.021648105767451888,0.04005934
2018-05-04,0.03285480161820769,0.04052202
2018-05-04,0.06238988852856365,0.04073244
2018-05-05,0.006877204979630909,0.040193092
2018-05-05,0.0430043702531492,0.05062103
2018-05-05,0.019024740056159666,0.05073717
2018-05-05,0.000911714529777699,0.05112904
2018-05-05,0.04667916003311069,0.15042347
2018-05-05,0.5499325668723206,0.15043333
2018-05-05,0.0044325661799211125,0.09826395
2018-05-05,0.02197665008010155,0.09210715
2018-05-05,0.05675181815701529,0.090857394
2018-05-05,0.29350250194986593,0.08865355
2018-05-05,0.02084014284369345,0.03680606
2018-05-05,0.03296439836451189,0.03765204
2018-05-05,0.06889108103525951,0.03771801
2018-05-06,0.012313201546933578,0.04791492
2018-05-06,0.005680608295800765,0.0486315
2018-05-06,0.04673080308447863,0.048753362
2018-05-06,0.0059836114094292655,0.048865374
2018-05-06,0.6094693184399842,0.15012167
2018-05-06,0.044218954686496316,0.10312227
2018-05-06,0.02341807075021625,0.10207922
2018-05-06,0.060698502842191776,0.09608463
2018-05-06,0.2887509562323069,0.09447373
2018-05-06,0.022521287457830566,0.036141705
2018-05-06,0.03494251797114217,0.036457743
2018-05-06,0.07273537695579045,0.036537554
2018-05-07,0.050238117079386614,0.047109496
2018-05-07,0.016197021331149267,0.04752363
2018-05-07,0.006349993234246462,0.048907544
2018-05-07,0.051017002150247494,0.049295556
2018-05-07,0.006872687548396423,0.15829651
2018-05-07,0.6759947732705801,0.15885887
2018-05-07,0.07485030182925488,0.10738149
2018-05-07,0.059809631641777064,0.109199665
2018-05-07,0.2940816773290682,0.106192276
2018-05-07,0.013283733441261393,0.038790192
2018-05-07,0.03543532638895926,0.039318185
2018-05-07,0.024852445925667436,0.039450403
2018-05-08,0.003404320661532747,0.03914536
2018-05-08,0.017073744066944736,0.051363613
2018-05-08,0.006942027043767501,0.05294625
2018-05-08,0.05502341471268565,0.053035583
2018-05-08,0.7664817241639683,0.1661613
2018-05-08,0.03682321710917677,0.1025977
2018-05-08,0.02979052964135048,0.09902807
2018-05-08,0.036346603228542815,0.099685654
2018-05-08,0.012695571506534655,0.10856332
2018-05-08,0.07852890200244493,0.106892
2018-05-08,0.03442199161410766,0.11066883
2018-05-08,0.3034722984866076,0.11040115
2018-05-09,0.051813027403326335,0.049346026
2018-05-09,0.018798351756513842,0.049330886
2018-05-09,0.00723803004198339,0.050012242
2018-05-09,0.05051954601883045,0.050240677
2018-05-09,0.8424328109760943,0.050179657
2018-05-09,0.011363050791645863,0.0408152
2018-05-09,0.031491045340233524,0.040861737
2018-05-09,0.03532814645372704,0.10153954
2018-05-09,0.3098855401496773,0.0980398
2018-05-09,0.012906778250985126,0.042963665
2018-05-09,0.037137493307036244,0.04318052
2018-05-09,0.06472012916445495,0.043147024
2018-05-10,0.05564545006243702,0.05353449
2018-05-10,0.020662996886658416,0.053626474
2018-05-10,0.006372268591049824,0.054404985
2018-05-10,0.04120628330944975,0.054146882
2018-05-10,0.01459179473991654,0.16843705
2018-05-10,0.5224202981307289,0.16891517
2018-05-10,0.033518255049407066,0.084669754
2018-05-10,0.03371355709834144,0.087144546
2018-05-10,0.3213698530828015,0.086826175
2018-05-10,0.01305196696846084,0.045749094
2018-05-10,0.03817379437438228,0.046176787
2018-05-10,0.013352446410200728,0.04601724
2018-05-11,0.05798233070742736,0.045878556
2018-05-11,0.02605354686611084,0.057436477
2018-05-11,0.006383537283740386,0.057760175
2018-05-11,0.04370114522912843,0.057076912
2018-05-11,0.01718531115104596,0.1702605
2018-05-11,0.5795943687534967,0.16928734
2018-05-11,0.019485216489635818,0.0734799
2018-05-11,0.036871488921357075,0.07316138
2018-05-11,0.32247748740486454,0.07382102
2018-05-11,0.00820868050790226,0.042564686
2018-05-11,0.03777264618799054,0.042939004
2018-05-11,0.029060081797358653,0.04281194
2018-05-12,0.5875657069961253,0.042741206
2018-05-12,0.03243287266259859,0.04272191
2018-05-12,0.0538236897882372,0.04282626
2018-05-12,0.04114258547965796,0.042454686
2018-05-12,0.02034706215037099,0.09379
2018-05-12,0.03402269226622828,0.09404225
2018-05-12,0.006658785861981375,0.09666685
2018-05-12,0.05038651894059521,0.09008188
2018-05-12,0.2432513273569953,0.16351278
2018-05-12,0.0038871968787905307,0.06297662
2018-05-12,0.040057623216881985,0.06276531
2018-05-12,0.0009010767550592895,0.06269144
2018-05-12,0.025072055150767922,0.061927598
2018-05-13,0.05113395619058427,0.061746012
2018-05-13,0.03658260607399165,0.061744016
2018-05-13,0.00690322924809711,0.06148046
2018-05-13,0.04135944999200256,0.16171907
2018-05-13,0.020059236200397432,0.16525319
2018-05-13,0.6123450820809204,0.16647257
2018-05-13,0.037894938877618356,0.09179152
2018-05-13,0.02866239268096273,0.10312462
2018-05-13,0.05938231572993241,0.101949915
2018-05-13,0.1729892879174902,0.100361876
2018-05-13,0.004268880294240937,0.04584756
2018-05-13,0.033592734110903966,0.045680787
2018-05-13,0.0012465826606169238,0.045476254
2018-05-14,0.002117346076076815,0.058596414
2018-05-14,0.060437219362452735,0.05931816
2018-05-14,0.02943535356381131,0.05933069
2018-05-14,0.008193146165627352,0.06023101
2018-05-14,0.06724703469065435,0.17539902
2018-05-14,0.00396942261756964,0.17607948
2018-05-14,0.7858944992668573,0.17968726
2018-05-14,0.09010447260912369,0.13577996
2018-05-14,0.04429530893574804,0.12763448
2018-05-14,0.11192706598781611,0.12701507
2018-05-14,0.3984008108985222,0.1220311
2018-05-14,0.012269473515230216,0.01960581
2018-05-14,0.0436437682898326,0.02046203
2018-05-15,0.0013342875779801806,0.019727478
2018-05-15,0.04917471288848046,0.028891781
2018-05-15,0.05275748964993705,0.032536667
2018-05-15,0.03130469178680675,0.033785548
2018-05-15,0.028463625706645332,0.0365708
2018-05-15,0.7288548156360047,0.17158411
2018-05-15,0.04541171609170224,0.12679988
2018-05-15,0.04116400155838788,0.13237034
2018-05-15,0.06704145204562154,0.13293779
2018-05-15,0.2028926084188693,0.1322517
2018-05-15,0.01295259665592337,0.0526057
2018-05-15,0.0322324310475384,0.052329045
2018-05-15,0.0014369164135014374,0.052446645
2018-05-16,0.053075879257313344,0.064540096
2018-05-16,0.000774455470434588,0.06374619
2018-05-16,0.04345938214650924,0.06313866
2018-05-16,0.005432940055177715,0.0622896
2018-05-16,0.04994500225091331,0.17585908
2018-05-16,0.031009073780300083,0.17865601
2018-05-16,0.5726176704981969,0.18061756
2018-05-16,0.03237348293394845,0.10293997
2018-05-16,0.039616787215963546,0.10864088
2018-05-16,0.04623382563096621,0.10981004
2018-05-16,0.18973267250174936,0.10892997
2018-05-16,0.009354117209809507,0.03916527
2018-05-16,0.0014707751900580376,0.039724734
2018-05-16,0.03490423105800608,0.03908397
2018-05-17,0.053457445565019496,0.05115589
2018-05-17,0.046153925944757285,0.05158977
2018-05-17,0.005537218646046109,0.051648956
2018-05-17,0.05117398800910971,0.05211694
2018-05-17,0.03288287234450468,0.17631517
2018-05-17,0.5775086329852869,0.17853437
2018-05-17,0.0008492624336153892,0.107882105
2018-05-17,0.03267028080097844,0.09824519
2018-05-17,0.06141575849879372,0.09716586
2018-05-17,0.19486955246868587,0.09440985
2018-05-17,0.011196072714505428,0.03950609
2018-05-17,0.033574513609745296,0.040395435
2018-05-17,0.0014899837878088245,0.039910506
2018-05-17,0.0361002597692766,0.053094212
2018-05-18,0.0009151457866842564,0.052384492
2018-05-18,0.05408290778013702,0.05191836
2018-05-18,0.06498561388451901,0.051767517
2018-05-18,0.005646771476946213,0.17883553
2018-05-18,0.05044631561865663,0.1752658
2018-05-18,0.035073886510949455,0.17459832
2018-05-18,0.6164993446343224,0.17854276
2018-05-18,0.0387518279530781,0.10275816
2018-05-18,0.07184018193718618,0.11109043
2018-05-18,0.2010597551135953,0.11072593
2018-05-18,0.011568727122874075,0.038446274
2018-05-18,0.039363783253743054,0.03910863
2018-05-18,0.001504109909459114,0.039029267
2018-05-18,0.033163929466860524,0.03828856
2018-05-19,0.0009607577892232576,0.05127083
2018-05-19,0.05472485144641107,0.051658694
2018-05-19,0.07860446138288255,0.051790487
2018-05-19,0.005746500431950452,0.17939194
2018-05-19,0.051473496920419116,0.17560984
